review_id,date,rating,review_text
REV-1345,2026-07-21,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1346,2026-08-13,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1347,2026-07-06,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1348,2026-07-27,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1349,2026-08-08,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1350,2026-07-22,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1351,2026-06-01,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1352,2026-06-27,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1353,2026-06-25,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1354,2026-08-28,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1355,2026-06-15,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1356,2026-08-09,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1357,2026-08-24,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1358,2026-08-02,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1359,2026-06-25,5,The performance improvements are incredible. It loads instantly now.
REV-1360,2026-06-09,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1361,2026-08-14,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1362,2026-07-28,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1363,2026-07-23,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1364,2026-08-09,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1365,2026-08-18,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1366,2026-07-23,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1367,2026-06-15,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1368,2026-08-11,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1369,2026-08-07,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1370,2026-07-10,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1371,2026-08-09,5,The performance improvements are incredible. It loads instantly now.
REV-1372,2026-07-06,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1373,2026-08-10,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1374,2026-06-29,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1375,2026-07-17,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1376,2026-08-04,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1377,2026-07-27,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1378,2026-06-18,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1379,2026-06-16,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1380,2026-07-31,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1381,2026-07-15,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1382,2026-08-09,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1383,2026-06-24,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1384,2026-06-18,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1385,2026-08-23,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1386,2026-08-30,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1387,2026-07-17,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1388,2026-06-18,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1389,2026-07-14,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1390,2026-06-26,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1391,2026-07-27,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1392,2026-07-08,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1393,2026-07-30,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1394,2026-07-09,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1395,2026-08-09,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1396,2026-08-23,5,Absolutely love this app! The new update is incredibly fast.
REV-1397,2026-06-23,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1398,2026-06-16,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1399,2026-07-16,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1400,2026-08-10,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1401,2026-07-09,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1402,2026-07-09,5,Absolutely love this app! The new update is incredibly fast.
REV-1403,2026-06-19,5,Absolutely love this app! The new update is incredibly fast.
REV-1404,2026-07-14,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1405,2026-06-23,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1406,2026-08-25,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1407,2026-07-03,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1408,2026-06-17,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1409,2026-07-16,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1410,2026-07-14,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1411,2026-07-10,5,The performance improvements are incredible. It loads instantly now.
REV-1412,2026-07-06,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1413,2026-07-31,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1414,2026-07-31,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1415,2026-07-25,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1416,2026-07-31,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1417,2026-08-04,5,The performance improvements are incredible. It loads instantly now.
REV-1418,2026-08-16,5,Absolutely love this app! The new update is incredibly fast.
REV-1419,2026-08-23,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1420,2026-08-16,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1421,2026-08-30,5,The performance improvements are incredible. It loads instantly now.
REV-1422,2026-08-04,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1423,2026-08-02,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1424,2026-07-02,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1425,2026-08-08,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1426,2026-08-28,5,The performance improvements are incredible. It loads instantly now.
REV-1427,2026-08-02,5,The performance improvements are incredible. It loads instantly now.
REV-1428,2026-06-02,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1429,2026-07-14,5,Absolutely love this app! The new update is incredibly fast.
REV-1430,2026-06-06,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1431,2026-07-18,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1432,2026-07-15,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1433,2026-07-01,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1434,2026-08-23,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1435,2026-07-03,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1436,2026-07-30,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1437,2026-08-18,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1438,2026-07-07,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1439,2026-06-20,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1440,2026-08-07,5,Absolutely love this app! The new update is incredibly fast.
REV-1441,2026-07-09,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1442,2026-07-11,5,Absolutely love this app! The new update is incredibly fast.
REV-1443,2026-06-12,5,Absolutely love this app! The new update is incredibly fast.
REV-1444,2026-07-22,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1445,2026-08-21,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1446,2026-07-19,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1447,2026-06-10,5,Absolutely love this app! The new update is incredibly fast.
REV-1448,2026-07-07,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1449,2026-07-01,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1450,2026-06-15,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1451,2026-08-14,5,The performance improvements are incredible. It loads instantly now.
REV-1452,2026-07-18,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1453,2026-08-18,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1454,2026-06-27,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1455,2026-07-08,5,Absolutely love this app! The new update is incredibly fast.
REV-1456,2026-08-06,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1457,2026-08-10,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1458,2026-08-02,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1459,2026-07-23,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1460,2026-07-22,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1461,2026-06-15,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1462,2026-07-06,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1463,2026-08-19,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1464,2026-07-23,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1465,2026-08-02,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1466,2026-07-04,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1467,2026-06-02,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1468,2026-08-27,5,Absolutely love this app! The new update is incredibly fast.
REV-1469,2026-08-29,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1470,2026-06-25,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1471,2026-08-02,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1472,2026-07-24,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1473,2026-06-19,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1474,2026-06-16,5,Absolutely love this app! The new update is incredibly fast.
REV-1475,2026-07-08,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1476,2026-07-22,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1477,2026-08-02,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1478,2026-07-19,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1479,2026-08-05,5,The performance improvements are incredible. It loads instantly now.
REV-1480,2026-06-22,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1481,2026-06-10,5,The performance improvements are incredible. It loads instantly now.
REV-1482,2026-06-17,5,The performance improvements are incredible. It loads instantly now.
REV-1483,2026-06-18,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1484,2026-08-17,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1485,2026-06-29,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1486,2026-06-02,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1487,2026-06-23,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1488,2026-07-01,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1489,2026-08-11,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1490,2026-07-28,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1491,2026-08-21,5,The performance improvements are incredible. It loads instantly now.
REV-1492,2026-08-30,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1493,2026-06-20,5,The performance improvements are incredible. It loads instantly now.
REV-1494,2026-08-24,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1495,2026-06-24,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1496,2026-08-19,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1497,2026-06-08,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1498,2026-07-05,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1499,2026-07-30,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1500,2026-06-11,5,Absolutely love this app! The new update is incredibly fast.
REV-1501,2026-07-25,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1502,2026-08-18,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1503,2026-08-22,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1504,2026-07-17,5,Absolutely love this app! The new update is incredibly fast.
REV-1505,2026-08-20,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1506,2026-07-30,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1507,2026-08-30,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1508,2026-07-18,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1509,2026-07-11,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1510,2026-07-31,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1511,2026-06-25,5,Absolutely love this app! The new update is incredibly fast.
REV-1512,2026-06-22,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1513,2026-08-24,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1514,2026-06-13,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1515,2026-08-09,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1516,2026-06-07,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1517,2026-08-03,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1518,2026-08-02,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1519,2026-08-05,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1520,2026-07-05,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1521,2026-08-18,5,Absolutely love this app! The new update is incredibly fast.
REV-1522,2026-07-01,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1523,2026-07-16,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1524,2026-08-22,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1525,2026-06-25,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1526,2026-07-31,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1527,2026-07-01,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1528,2026-06-27,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1529,2026-07-19,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1530,2026-07-18,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1531,2026-06-18,5,Absolutely love this app! The new update is incredibly fast.
REV-1532,2026-08-05,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1533,2026-08-26,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1534,2026-06-14,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1535,2026-08-06,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1536,2026-08-20,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1537,2026-07-01,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1538,2026-08-02,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1539,2026-07-23,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1540,2026-07-05,5,Absolutely love this app! The new update is incredibly fast.
REV-1541,2026-07-22,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1542,2026-06-19,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1543,2026-07-15,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1544,2026-06-20,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1545,2026-07-10,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1546,2026-06-20,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1547,2026-08-12,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1548,2026-06-22,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1549,2026-06-24,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1550,2026-08-09,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1551,2026-07-08,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1552,2026-06-18,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1553,2026-06-25,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1554,2026-07-19,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1555,2026-06-25,5,Absolutely love this app! The new update is incredibly fast.
REV-1556,2026-06-13,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1557,2026-06-10,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1558,2026-07-05,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1559,2026-06-05,5,Absolutely love this app! The new update is incredibly fast.
REV-1560,2026-08-05,5,The performance improvements are incredible. It loads instantly now.
REV-1561,2026-08-14,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1562,2026-07-29,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1563,2026-08-23,5,The performance improvements are incredible. It loads instantly now.
REV-1564,2026-08-30,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1565,2026-06-09,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1566,2026-06-14,5,Absolutely love this app! The new update is incredibly fast.
REV-1567,2026-08-17,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1568,2026-06-11,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1569,2026-06-21,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1570,2026-07-14,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1571,2026-07-29,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1572,2026-06-23,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1573,2026-06-05,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1574,2026-06-29,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1575,2026-08-22,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1576,2026-06-17,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1577,2026-07-12,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1578,2026-07-07,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1579,2026-06-14,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1580,2026-06-18,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1581,2026-08-12,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1582,2026-07-27,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1583,2026-08-26,5,The performance improvements are incredible. It loads instantly now.
REV-1584,2026-07-14,5,Absolutely love this app! The new update is incredibly fast.
REV-1585,2026-07-24,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1586,2026-07-03,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1587,2026-07-29,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1588,2026-08-27,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1589,2026-08-27,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1590,2026-07-08,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1591,2026-08-08,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1592,2026-06-10,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1593,2026-07-29,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1594,2026-08-20,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1595,2026-07-03,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1596,2026-07-26,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1597,2026-08-14,5,The performance improvements are incredible. It loads instantly now.
REV-1598,2026-07-12,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1599,2026-06-19,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1600,2026-07-24,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1601,2026-06-07,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1602,2026-07-06,5,The performance improvements are incredible. It loads instantly now.
REV-1603,2026-08-11,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1604,2026-08-07,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1605,2026-08-29,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1606,2026-07-12,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1607,2026-07-21,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1608,2026-06-13,5,The performance improvements are incredible. It loads instantly now.
REV-1609,2026-06-02,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1610,2026-06-27,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1611,2026-07-12,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1612,2026-07-16,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1613,2026-06-24,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1614,2026-07-05,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1615,2026-08-09,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1616,2026-06-17,5,Absolutely love this app! The new update is incredibly fast.
REV-1617,2026-07-06,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1618,2026-08-01,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1619,2026-08-18,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1620,2026-06-17,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1621,2026-07-14,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1622,2026-07-12,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1623,2026-08-28,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1624,2026-06-12,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1625,2026-08-25,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1626,2026-06-24,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1627,2026-08-12,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1628,2026-07-11,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1629,2026-08-27,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1630,2026-07-08,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1631,2026-08-19,5,The performance improvements are incredible. It loads instantly now.
REV-1632,2026-06-09,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1633,2026-08-28,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1634,2026-08-27,5,Absolutely love this app! The new update is incredibly fast.
REV-1635,2026-06-18,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1636,2026-06-23,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1637,2026-07-01,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1638,2026-08-06,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1639,2026-08-14,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1640,2026-06-30,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1641,2026-08-13,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1642,2026-08-29,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1643,2026-08-06,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1644,2026-06-16,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1645,2026-06-11,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1646,2026-06-19,5,The performance improvements are incredible. It loads instantly now.
REV-1647,2026-08-20,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1648,2026-08-16,5,Absolutely love this app! The new update is incredibly fast.
REV-1649,2026-06-12,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1650,2026-06-17,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1651,2026-08-19,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1652,2026-07-06,5,Absolutely love this app! The new update is incredibly fast.
REV-1653,2026-07-10,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1654,2026-08-10,5,The performance improvements are incredible. It loads instantly now.
REV-1655,2026-06-14,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1656,2026-07-29,5,The performance improvements are incredible. It loads instantly now.
REV-1657,2026-07-04,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1658,2026-07-27,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1659,2026-06-03,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1660,2026-07-18,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1661,2026-08-08,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1662,2026-08-20,5,Customer support was amazing when I had an issue. Sarah fixed it instantly!
REV-1663,2026-07-26,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1664,2026-06-10,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1665,2026-06-23,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1666,2026-06-02,4,"Great experience overall, but the charts sometimes take a second to load."
REV-1667,2026-08-12,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1668,2026-07-21,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1669,2026-07-09,5,Absolutely love this app! The new update is incredibly fast.
REV-1670,2026-08-10,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1671,2026-07-04,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1672,2026-06-22,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1673,2026-06-19,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1674,2026-08-16,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1675,2026-08-18,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1676,2026-08-22,2,I was charged a $50 early withdrawal fee without any warning. Unacceptable.
REV-1677,2026-06-17,4,UI is intuitive and easy to use. Just wish the dark mode had better contrast.
REV-1678,2026-06-01,1,Terrible customer service. Nobody picked up the phone for 2 hours.
REV-1679,2026-08-12,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1680,2026-08-07,2,Why is there an early withdrawal charge when I moved my funds to a different account?
REV-1681,2026-08-13,5,The performance improvements are incredible. It loads instantly now.
REV-1682,2026-06-17,5,The performance improvements are incredible. It loads instantly now.
REV-1683,2026-07-29,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1684,2026-06-02,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1685,2026-07-09,1,The app keeps crashing when I try to view my portfolio on my phone.
REV-1686,2026-08-08,3,"Fees are a bit high compared to competitors, but the interface is nice."
REV-1687,2026-07-25,3,"It's an okay app, but I wish there were more options for setting up recurring deposits."
REV-1688,2026-06-19,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
REV-1689,2026-07-01,5,Absolutely seamless onboarding experience. Highly recommend to everyone!
